dutyName,dutyTel3,hpid,hv10,hv11,hv17,hv18,hv2,hv28,hv29,hv3,hv30,hv31,hv36,hv42,hv5,hv7,hvamyn,hvangioayn,hvcrrtayn,hvctayn,hvec,hvecmoayn,hvgc,hvhypoayn,hvidate,hvincuayn,hvmriayn,hvncc,hvoc,hvoxyayn,hvs01,hvs02,hvs03,hvs04,hvs05,hvs06,hvs07,hvs08,hvs19,hvs22,hvs26,hvs27,hvs28,hvs29,hvs30,hvs31,hvs32,hvs33,hvs34,hvs35,hvs37,hvs38,hvs50,hvs51,hvventiayn,hvventisoayn,phpid,rnum,hv35,hv40,hvicc,hvs17,hvs18,hvs24,hv26,hv41,hvs25,hvs58,query_sido,query_sigungu,hv27,hvs59,hv24,hv25,hv38,hv39,hv6,hv60,hv61,hv9,hvs12,hvs14,hvs21,hvs23,hvs56,hvs57,hvs60,hvs61,hv43,hvs36,hv13,hv14,hvcc,hvs11,hvs46,hvs47,hv32,hv34,hvs09,hvs15,hv16,hv19,hv21,hv22,hv23,hvs49,hvs52,hvs53,hvs54,hvs55,hvccc,hvs16,hv15,hv33,hv37,hvs10,hvs20,hvs48
대자인병원,063-250-8701,A2500056,,,,,,,1,3,2,,,,Y,Y,Y,Y,Y,Y,23,Y,25,N1,20260526120009,N1,Y,,10,Y,33,,1,2,,,36,,,15,,4,3,2,12,,,4,2,,1,45,,,Y,N1,A2500056,2,1,,3,15,4,,,,,,전북특별자치도,전주시,,,,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
재단법인예수병원유지재단예수병원,063-230-8280,A2500006,Y,Y,,,,6,1,,2,,,Y,Y,Y,Y,Y,Y,Y,13,Y,138,N1,20260526115747,Y,Y,8,7,Y,38,10,1,2,,,,12,,14,4,4,3,4,40,6,11,7,2,,2,685,,,Y,Y,A2500006,3,4,,3,23,4,,,0,5,,전북특별자치도,전주시,,,,,,,2,,,,14,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,2,0,2,6,1
의료법인영경의료재단전주병원,063-226-6119,A2500005,,,,,,,1,,2,,,,Y,,Y,N1,Y,Y,2,N1,24,N1,20260526115952,N1,Y,,3,N1,17,,1,2,,,,,,3,,1,2,,6,,,1,,,,275,,,Y,N1,A2500005,4,,,1,9,,,,,,,전북특별자치도,전주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인영경의료재단호성전주병원,063-240-8862,A2501890,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,7,N1,29,N1,20260526120030,N1,Y,,0,N1,9,,,1,,,,,,2,,1,1,,1,,,,,,,122,,,Y,N1,A2501890,5,,,,,,,,,,,전북특별자치도,전주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새강병원,063-289-9119,A2502742,,,0,,0,3,1,0,2,0,,,Y,,Y,N1,N1,Y,12,N1,66,N1,20260526115948,N1,Y,,5,N1,14,3,1,2,0,0,0,,,5,,1,1,,1,,,,,,,201,0,,Y,N1,A2502742,6,3,,16,16,3,,,0,0,,전북특별자치도,전주시,,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,,,,,0,,,,,0,,,,,,,,,0,,0,
재단법인 아산사회복지재단 정읍아산병원,063-530-6129,A2500008,,,,,,,1,,2,,,,Y,,Y,N1,N1,Y,13,N1,94,N1,20260526115503,N1,Y,,3,N1,17,,1,2,,,,,,3,,1,1,,5,,,,,,,276,,,Y,N1,A2500008,1,,,4,11,,,,,,,전북특별자치도,정읍시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진안군의료원,063-430-7119,A2502031,,,,,,,,,2,,,,Y,,Y,N1,N1,Y,3,N1,42,N1,20260526120002,N1,Y,,2,N1,6,,,2,,,,,,2,,1,1,,3,,,,,,,74,,,Y,N1,A2502031,1,,,,,,,,,,,전북특별자치도,진안군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제주특별자치도서귀포의료원,064-730-3001,A2900002,,Y,,,,4,1,,4,,,Y,Y,Y,Y,Y,Y,Y,11,N1,75,N1,20260526120001,Y,Y,,3,Y,16,4,1,4,,,,,,4,1,2,1,1,16,,4,3,,,1,252,,,Y,N1,A2900002,1,3,4,8,15,3,26,,,,,제주특별자치도,서귀포시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제주한라병원,064-740-5159,A2900001,Y,Y,0,0,,3,2,,3,6,14,Y,Y,Y,Y,Y,Y,Y,-3,Y,95,Y,20260526120005,Y,Y,5,3,N1,15,3,2,3,14,,,7,30,6,2,3,2,3,47,4,8,9,4,2,,414,4,2,Y,Y,A2900001,1,,,11,15,,,,,,,제주특별자치도,제주시,,,,,6,0,,2,6,13,,20,40,2,,,2,6,,,,,,,,,,,,,,,4,,,,,4,,,,,,,,,,
제주대학교병원,064-717-1903,A2900007,Y,Y,,,0,,1,2,0,,,Y,Y,Y,Y,Y,Y,Y,-10,Y,133,Y,20260526120000,Y,Y,7,3,N1,20,,1,5,,12,12,16,,12,3,2,2,4,45,8,17,10,5,3,,458,,,Y,Y,A2900007,2,,3,,,,20,,2,9,,제주특별자치도,제주시,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,6,,,,,,,,,,,,,,,,,,
한마음병원,064-750-9119,A2900005,,,,,,,1,,1,,,,Y,Y,Y,Y,Y,Y,10,N1,77,N1,20260526115707,N1,Y,,3,N1,17,,1,2,,,,,,4,,1,1,1,6,,,2,,,,216,,,Y,N1,A2900005,3,,,7,12,,,,,,,제주특별자치도,제주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인중앙의료재단중앙병원,064-786-7777,A2900006,,,,,,1,1,,2,,,,Y,Y,Y,Y,Y,Y,9,Y,105,N1,20260526115932,N1,Y,,2,N1,16,1,1,2,,,,,,3,,1,1,2,10,,,2,1,,,281,,,Y,N1,A2900006,4,1,,4,16,1,,,,,,제주특별자치도,제주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 혜인의료재단 한국병원,064-750-0160,A2900003,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,0,N1,59,N1,20260526120018,N1,Y,,3,N1,9,,,1,,,,,,3,,1,1,,6,,,,,,,209,,,Y,N1,A2900003,5,,,4,10,,,,,,,제주특별자치도,제주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도공주의료원,041-962-1365,A2400010,,,,,,,,,1,,,,Y,,Y,N1,Y,Y,11,N1,49,N1,20260526120001,N1,Y,,6,N1,15,,,1,,,,,,6,,1,1,,9,,,2,,,,273,,,Y,N1,A2400010,1,,,1,16,,,,4,6,,충청남도,공주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인백제병원,041-730-8882,A2400009,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,15,N1,21,N1,20260526115802,N1,Y,,0,N1,20,,1,2,,,,,,4,,2,2,1,11,,,3,,,,398,,,Y,N1,A2400009,1,,14,-4,26,,49,,,,,충청남도,논산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당진종합병원,041-358-3624,A2400008,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,12,N1,79,N1,20260526115931,N1,Y,,4,N1,17,,1,2,,,,,,4,,2,2,1,5,,,1,,,,246,,,Y,N1,A2400008,1,,,0,13,,,,,,,충청남도,당진시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
재단법인아산사회복지재단보령아산병원,041-930-5333,A2400011,,,,,,,1,,2,,,,Y,,Y,N1,N1,Y,16,N1,80,N1,20260526115005,N1,Y,,2,N1,17,,1,2,,,,,,2,,1,1,,4,,,,,,,221,,,Y,N1,A2400011,1,,,3,8,,,,,,,충청남도,보령시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학교법인건양교육재단건양대학교부여병원,041-837-1201,A2400038,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,7,N1,22,N1,20260526115837,N1,N1,,1,N1,9,,,1,,,,,,1,,1,,,1,,,,,,,55,,,Y,N1,A2400038,1,,,,,,,,,,,충청남도,부여군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서산중앙병원,041-661-1195,A2400003,,,,,,,1,,2,,,,Y,,Y,N1,Y,Y,15,N1,39,N1,20260526115509,N1,Y,,2,N1,17,,1,2,,,,,,4,,1,1,,7,,,1,,,,288,,,Y,N1,A2400003,1,,,2,17,,,,,,,충청남도,서산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도서산의료원,041-689-7119,A2400006,,,,,,,1,,2,,,,Y,,Y,N1,N1,Y,15,N1,10,N1,20260526115602,N1,Y,,2,N1,17,,1,2,,,,,,3,,2,1,,10,,,,,,,263,,,Y,N1,A2400006,2,,,1,10,,,,5,5,,충청남도,서산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 서해병원,041-950-0219,A2400044,,,,,,,,,2,,,,Y,,Y,N1,N1,Y,5,N1,28,N1,20260526115642,N1,N1,,,N1,5,,,2,,,,,,,,1,,,1,,,,,,,79,,,Y,N1,A2400044,1,,,,,,,,,,,충청남도,서천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아산충무병원,041-536-6519,A2402257,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,8,Y,187,Y,20260526115703,N1,Y,,3,N1,13,,,,,,,,,4,1,2,2,3,27,,,4,2,1,,456,,,Y,N1,A2402257,1,2,,1,22,2,,,,,,충청남도,아산시,,,5,,,,,,,,,,,,5,,,,,,1,7,,,1,7,,,,,,,,,,,,,,,,,,,,,,
현대병원,041-546-7744,A2400039,N,N,,,,,,,1,,,N,Y,N,Y,N,N,Y,8,N,15,N,20260526120002,N,Y,,3,N,10,,,1,,,,,,3,0,1,1,0,3,0,0,0,0,0,0,84,,,Y,N,A2400039,2,,,1,7,,,,,,,충청남도,아산시,,,,,,,0,,,,0,,,,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인예당의료재단예산종합병원,041-330-4119,A2400004,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,5,N1,12,N1,20260526115942,N1,Y,,0,N1,6,,,1,,,,,,0,,0,0,,0,,,,,,,88,,,Y,N1,A2400004,1,,,2,9,,,,,,,충청남도,예산군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
단국대학교의과대학부속병원,041-550-6840,A2400002,Y,Y,,0,,3,,2,1,0,13,Y,Y,Y,Y,Y,Y,Y,11,Y,189,Y,20260526120000,Y,Y,4,4,Y,25,4,,1,18,,13,25,30,13,3,4,3,6,6,14,29,15,7,17,1,640,,2,Y,Y,A2400002,1,0,10,,,1,20,,1,8,,충청남도,천안시,,,4,,3,2,0,1,6,3,13,20,40,2,7,,2,6,,,2,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,
학교법인동은학원순천향대학교부속천안병원,041-590-7019,A2400001,Y,Y,1,,2,9,4,0,2,3,3,Y,Y,Y,Y,Y,Y,Y,7,Y,76,Y,20260526115625,Y,Y,0,12,Y,22,14,4,3,17,18,15,28,30,19,11,6,4,6,60,16,37,6,6,10,1,631,1,,Y,Y,A2400001,2,2,,,,6,,,6,14,,충청남도,천안시,,,,,,,,,,,,,,,,,,,Y,1,,,,,,,,,,,3,,,,,3,,,,,,,1,2,0,2,6,1
의료법인영서의료재단천안충무병원,041-570-7519,A2400012,,,,,,,1,,4,,,,Y,Y,Y,Y,Y,Y,9,Y,28,N1,20260526115544,N1,Y,,4,N1,16,,1,4,,,,,,5,,2,2,3,26,,,3,3,,,333,,,Y,N1,A2400012,3,0,,1,19,3,,,,,,충청남도,천안시,,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도천안의료원,041-570-7119,A2400005,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,11,N1,56,N1,20260526120001,N1,Y,,2,N1,12,,,1,,,,,,4,,1,1,,10,,,,,,,241,,,Y,N1,A2400005,4,,,3,15,,,6,,,6,충청남도,천안시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청양군보건의료원,041-940-4951,E2400032,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,6,N1,12,N1,20260526120002,N1,N1,,1,N1,6,,,1,,,,,,1,,1,,,1,,,,,,,12,,,Y,N1,E2400032,1,,,,,,,,,,,충청남도,청양군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
태안군보건의료원,041-671-5319,E2400033,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,10,N1,23,N1,20260526120003,N1,N1,,,N1,10,,,1,,,,,,,,1,,,1,,,,,,,34,,,Y,N1,E2400033,1,,,,,,,,,,,충청남도,태안군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도홍성의료원,041-630-6119,A2400007,,,,,,1,1,,2,,,Y,Y,Y,Y,Y,N1,Y,11,N1,91,N1,20260526120001,N1,Y,,2,Y,18,1,1,2,,,,,,4,1,2,2,1,10,,,,,,2,263,,,Y,N1,A2400007,1,1,3,4,24,1,49,,1,1,,충청남도,홍성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인대광의료재단괴산성모병원,043-830-5419,A2300034,,,,,,,,,0,,,,Y,,Y,N1,N1,Y,9,N1,13,N1,20260526115616,N1,Y,,0,N1,9,,,1,,,,,,1,,1,1,,3,,,,,,,153,,,Y,N1,A2300034,1,,,,,,,,,,,충청북도,괴산군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
단양군보건의료원,043-420-0139,E2300011,,,,,,,1,,,,,,Y,,Y,N1,N1,Y,5,N1,14,N1,20260526120003,N1,N1,,,N1,6,,1,,,,,,,,,1,,,1,,,,,,,14,,,Y,N1,E2300011,1,,,,,,,,2,2,,충청북도,단양군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인조윤의료재단영동병원,043-740-9333,A2300030,,Y,,,,,,,,,,Y,Y,,Y,N1,N1,Y,8,N1,21,N1,20260526115502,Y,Y,,2,N1,10,,,,,,,,,2,1,1,1,,3,,1,,,,,161,,,Y,N1,A2300030,1,,,,,,,,,,,충청북도,영동군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인힐링의료재단옥천성모병원,043-730-7119,A2300011,,,,,,,2,,1,,,,Y,,Y,N1,N1,Y,5,N1,39,N1,20260526115739,N1,Y,,1,N1,7,,2,1,,,,,,2,,1,1,,4,,,,,,,157,,,Y,N1,A2300011,1,,,1,7,,,,,,,충청북도,옥천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인명지의료재단명지병원,043-640-8117,A2300009,,,,,,2,2,,4,,,,Y,Y,Y,Y,Y,Y,9,Y,46,N1,20260526115912,N1,Y,,3,N1,18,3,2,4,,,,,,3,,2,1,1,10,,,2,1,,,201,,,Y,N1,A2300009,1,3,,5,17,3,,,,,,충청북도,제천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인자산의료재단제천서울병원,043-643-2327,A2300005,,,,,,,1,,4,,,,Y,,Y,N1,Y,Y,10,N1,22,N1,20260526115555,N1,Y,,2,Y,15,,1,4,,,,,,3,,1,1,,10,,,1,,,1,205,,,Y,N1,A2300005,2,,,-1,13,,,,,,,충청북도,제천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 건명의료재단 중앙제일병원,043-537-9119,A2300013,,,,,,,3,,,,,,Y,,Y,N1,Y,Y,11,N1,46,N1,20260526115805,N1,Y,,5,N1,17,,3,,,,,,,5,,2,2,,6,,,1,,,,192,,,Y,N1,A2300013,1,1,,0,12,6,,,31,31,,충청북도,진천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충북대학교병원,043-269-6114,A2300001,Y,Y,,1,,8,,,,5,28,Y,Y,Y,Y,Y,Y,Y,12,Y,210,Y,20260526120000,Y,Y,13,8,N1,30,8,,,18,,,25,40,16,2,4,4,6,98,13,31,18,10,17,,547,,2,Y,Y,A2300001,1,1,6,2,17,5,21,,13,13,,충청북도,청주시,,,,,8,1,,2,6,9,,20,40,2,,,2,6,,,2,3,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,
의료법인인화재단한국병원,043-222-6177,A2300007,,Y,,,,,1,,2,,,Y,Y,Y,Y,Y,Y,Y,5,N1,48,N1,20260526115839,Y,Y,,1,N1,14,,1,2,,,,,,8,1,2,2,2,18,,1,3,,,,403,,,Y,N1,A2300007,2,1,,14,24,1,,,0,1,,충청북도,청주시,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인정산의료재단효성병원,043-221-2192,A2300003,,N,,,,,1,,4,,,Y,Y,Y,Y,Y,Y,Y,16,N1,76,N1,20260526115334,N,Y,,3,Y,18,,1,4,,,,,,4,1,3,4,2,19,,1,2,,,1,366,,,Y,N1,A2300003,3,1,,2,29,2,,,,,,충청북도,청주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청주성모병원,043-219-8119,A2300008,,Y,,,0,,2,3,5,,,Y,Y,Y,Y,Y,Y,Y,4,N1,152,N1,20260526120011,Y,Y,,3,N1,15,,2,5,,14,13,,,8,1,3,2,1,19,,2,3,,,,362,,,Y,N1,A2300008,4,1,,,,1,,,10,30,,충청북도,청주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인한마음의료재단하나병원,043-230-6594,A2300002,,,,,,,1,,0,,,,Y,Y,Y,Y,Y,Y,18,N1,123,N1,20260526115926,N1,Y,,2,Y,23,,1,2,,,,,,7,,3,3,2,20,,,4,,,1,463,,,Y,N1,A2300002,5,2,,4,24,2,,,,,,충청북도,청주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도청주의료원,043-279-0119,A2300006,,Y,,,,,1,,,,,Y,Y,Y,Y,Y,Y,Y,11,N1,158,N1,20260526120002,Y,Y,,5,N1,12,,1,,,,,,,5,1,1,2,1,12,,1,1,,,,359,,,Y,N1,A2300006,6,3,90,18,21,3,90,,6,6,,충청북도,청주시,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
건국대학교충주병원,043-840-8330,A2300010,Y,Y,,,,,1,,2,,,Y,Y,Y,Y,Y,Y,Y,10,Y,62,N1,20260526120001,Y,Y,,3,N1,20,,1,2,,,,,,5,1,2,1,2,11,1,4,3,1,,,194,,,Y,Y,A2300010,1,,,1,18,,,,1,1,,충청북도,충주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도충주의료원,043-871-0119,A2300004,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,11,N1,102,N1,20260526120003,N1,Y,,3,N1,18,,1,2,,,,,,4,,1,1,1,8,,,1,,,,282,,,Y,N1,A2300004,2,,,4,12,,,,,,,충청북도,충주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
