realtime_hospital_name,realtime_emergency_tel,hpid,pediatric_ventilator_status,incubator_status,avail_er_dedicated_icu_negative_pressure,avail_er_dedicated_icu_general_isolation,avail_icu_internal_medicine,avail_pediatric_beds,avail_er_negative_pressure_isolation_beds,avail_icu_surgery,avail_er_general_isolation_beds,avail_er_dedicated_icu,avail_er_dedicated_inpatient_beds,delivery_room_status,ct_status,angio_status,available_ambulance_yn,available_angio_yn,available_crrt_yn,available_ct_yn,avail_er_general_beds,available_ecmo_yn,avail_inpatient_general_beds,available_targeted_temperature_management_yn,realtime_updated_at,available_incubator_yn,available_mri_yn,avail_icu_neonatal,avail_operating_rooms,available_hyperbaric_oxygen_yn,standard_er_general_beds,standard_pediatric_beds,standard_er_negative_pressure_isolation_beds,standard_er_general_isolation_beds,standard_er_dedicated_icu,standard_icu_internal_medicine,standard_icu_surgery,standard_icu_neonatal,standard_er_dedicated_inpatient_beds,standard_operating_rooms,standard_delivery_rooms,standard_ct,standard_mri,standard_angio,standard_ventilator_general,standard_ventilator_premature,standard_incubator,standard_crrt,standard_ecmo,standard_targeted_temperature_management,standard_hyperbaric_oxygen,standard_inpatient_general_beds,standard_er_dedicated_icu_negative_pressure,standard_er_dedicated_icu_general_isolation,available_ventilator_yn,available_ventilator_premature_yn,old_hpid,avail_icu_negative_pressure_isolation,avail_psychiatric_closed_ward_beds,avail_icu_general,standard_icu_general,standard_icu_negative_pressure_isolation,standard_psychiatric_closed_ward_beds,avail_infection_moderate_beds,avail_inpatient_negative_pressure_isolation,standard_inpatient_negative_pressure_isolation,standard_infection_moderate_beds,query_sido,query_sigungu,avail_cohort_isolation,standard_cohort_isolation,avail_infection_severe_beds,avail_infection_semi_severe_beds,avail_trauma_dedicated_inpatient_beds,avail_trauma_dedicated_operating_rooms,avail_icu_neurosurgery,avail_trauma_resuscitation_room,avail_trauma_patient_care_area,avail_icu_trauma,standard_icu_neurosurgery,standard_icu_trauma,standard_trauma_dedicated_inpatient_beds,standard_trauma_dedicated_operating_rooms,standard_infection_severe_beds,standard_infection_semi_severe_beds,standard_trauma_resuscitation_room,standard_trauma_patient_care_area,avail_burn_treatment_room,standard_burn_treatment_room,avail_isolation_negative_pressure_area_beds,avail_isolation_general_area_beds,avail_icu_neurology,standard_icu_neurology,standard_isolation_negative_pressure_area_beds,standard_isolation_general_area_beds,avail_icu_pediatric,avail_icu_cardiology,standard_icu_pediatric,standard_icu_cardiology,avail_pediatric_general_isolation,avail_er_dedicated_inpatient_negative_pressure,avail_er_dedicated_inpatient_general_isolation,avail_infectious_disease_icu_beds,avail_infectious_disease_icu_negative_pressure_beds,standard_pediatric_general_isolation,standard_er_dedicated_inpatient_negative_pressure,standard_er_dedicated_inpatient_general_isolation,standard_infectious_disease_icu_beds,standard_infectious_disease_icu_negative_pressure_beds,avail_icu_thoracic_surgery,standard_icu_thoracic_surgery,avail_pediatric_negative_pressure_isolation,avail_er_dedicated_pediatric_icu,avail_er_dedicated_pediatric_inpatient_beds,standard_er_dedicated_pediatric_icu,standard_er_dedicated_pediatric_inpatient_beds,standard_pediatric_negative_pressure_isolation,collected_at
가톨릭대학교여의도성모병원,02-3779-1199,A1100011,,,,,2.0,,1.0,4.0,4.0,,,Y,Y,Y,Y,Y,Y,Y,11,Y,78.0,Y,20260523193510,N1,Y,,13.0,N1,15.0,,1.0,4.0,,11.0,9.0,,,13.0,2.0,2.0,2.0,2.0,23.0,,,5.0,2.0,2.0,,330.0,,,Y,N1,A1100011,0.0,,,,1.0,,,1.0,1.0,,서울특별시,영등포구,,,,,,,4.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
한림대학교강남성심병원,02-829-5119,A1100055,Y,Y,,,3.0,2.0,1.0,5.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,16,Y,230.0,Y,20260523193255,Y,Y,4.0,14.0,N1,22.0,2.0,1.0,2.0,,21.0,25.0,12.0,,14.0,3.0,3.0,3.0,2.0,50.0,21.0,22.0,13.0,3.0,2.0,,496.0,,,Y,Y,A1100055,5.0,,,,7.0,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
성애의료재단성애병원,02-840-7115,A1100054,Y,Y,,,,,1.0,,4.0,,,Y,Y,Y,Y,Y,Y,Y,12,N1,62.0,N1,20260523193440,Y,Y,3.0,5.0,N1,15.0,,1.0,4.0,,,,4.0,,5.0,2.0,2.0,2.0,1.0,8.0,5.0,14.0,2.0,,,,252.0,,,Y,Y,A1100054,0.0,,4.0,19.0,1.0,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
명지성모병원,02-829-7800,A1100024,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,N1,Y,8,N1,107.0,N1,20260523193556,N1,Y,,3.0,N1,8.0,,1.0,1.0,,,,,,3.0,,1.0,3.0,2.0,7.0,,,,,,,212.0,,,Y,N1,A1100024,1.0,,9.0,12.0,1.0,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
대림성모병원,02-829-9129,A1100037,,,,,,,,,2.0,,,,Y,,Y,N1,N1,Y,8,N1,70.0,N1,20260523193037,N1,Y,,4.0,N1,8.0,,,2.0,,,,,,4.0,,1.0,1.0,,1.0,,,,,,,131.0,,,Y,N1,A1100037,,,,,,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
씨엠병원,070-4698-7811,A1100045,,,,,,,,,,,,,,,Y,N1,N1,N1,9,N1,62.0,N1,20260523193000,N1,N1,,5.0,N1,10.0,,,,,,,,,5.0,,,,,,,,,,,,133.0,,,N1,N1,A1100045,,,,,,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
순천향대학교부속서울병원,02-709-9117,A1100004,Y,Y,,,,2.0,1.0,,2.0,,,Y,Y,Y,Y,Y,Y,Y,4,Y,206.0,Y,20260523193322,Y,Y,2.0,13.0,N1,20.0,4.0,1.0,2.0,,,,13.0,,13.0,3.0,3.0,3.0,4.0,51.0,8.0,15.0,14.0,5.0,3.0,,600.0,,,Y,Y,A1100004,2.0,2.0,15.0,45.0,10.0,21.0,,1.0,4.0,,서울특별시,용산구,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,2026-05-23 19:35:48
가톨릭대학교은평성모병원,02-1811-7755,A1121013,Y,Y,,,2.0,8.0,2.0,3.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,9,Y,228.0,Y,20260523193509,Y,Y,5.0,19.0,N1,24.0,8.0,2.0,2.0,,16.0,9.0,19.0,,19.0,1.0,4.0,3.0,5.0,46.0,19.0,22.0,10.0,5.0,20.0,,651.0,,,Y,Y,A1121013,0.0,,,,4.0,,,2.0,5.0,,서울특별시,은평구,,,,,,,2.0,,,,13.0,,,,,,,,,,,,,,,,,5.0,,12.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인청구성심병원,02-383-0129,A1100023,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,8,N1,45.0,N1,20260523193242,N1,Y,,3.0,N1,10.0,,,1.0,,,,,,3.0,,1.0,1.0,,4.0,,,,,,,196.0,,,Y,N1,A1100023,,,2.0,6.0,,,,,,,서울특별시,은평구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
서울대학교병원,02-2072-2475,A1100017,Y,Y,0.0,0.0,1.0,5.0,2.0,8.0,4.0,16.0,19.0,Y,Y,Y,Y,Y,Y,Y,-1,Y,379.0,Y,20260523193509,Y,Y,8.0,52.0,N1,24.0,10.0,2.0,4.0,17.0,10.0,18.0,40.0,30.0,53.0,4.0,13.0,13.0,14.0,160.0,19.0,46.0,22.0,9.0,3.0,,1365.0,2.0,1.0,Y,Y,A1100017,13.0,4.0,,,28.0,41.0,,5.0,7.0,,서울특별시,종로구,,,,2.0,,,1.0,,,,5.0,,,,,8.0,,,,1.0,,,10.0,10.0,,,4.0,4.0,22.0,8.0,1.0,,,0.0,0.0,1.0,,,0.0,0.0,3.0,10.0,1.0,0.0,6.0,2.0,6.0,1.0,2026-05-23 19:35:48
강북삼성병원,02-2001-1000,A1100006,Y,Y,,,,2.0,1.0,1.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,2,Y,116.0,Y,20260523193516,Y,Y,-1.0,15.0,N1,15.0,2.0,1.0,2.0,,,4.0,7.0,,16.0,1.0,3.0,3.0,5.0,47.0,9.0,11.0,5.0,5.0,2.0,,528.0,,,Y,Y,A1100006,3.0,7.0,5.0,24.0,5.0,18.0,,2.0,3.0,,서울특별시,종로구,,,,,,,2.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,,,,2026-05-23 19:35:48
서울적십자병원,02-2002-8888,A1100029,,,,,,,1.0,,,,,,Y,,Y,N1,Y,Y,10,N1,90.0,N1,20260523193354,N1,Y,,6.0,N1,10.0,,1.0,,,,,,,6.0,,1.0,1.0,,11.0,,,2.0,,,,260.0,,,Y,N1,A1100029,,,6.0,12.0,,,,,,,서울특별시,종로구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
세란병원,02-737-0181,A1100032,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,5,N1,64.0,N1,20260523193402,N1,Y,,13.0,N1,10.0,,,1.0,,,,,,13.0,,3.0,5.0,,3.0,,,,,,,205.0,,,Y,N1,A1100032,,,,,,,,,,,서울특별시,종로구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
국립중앙의료원,02-2276-2114,A1100052,N,Y,,,,3.0,2.0,0.0,3.0,1.0,0.0,Y,Y,Y,Y,Y,Y,Y,8,Y,0.0,Y,20260523193404,Y,Y,,7.0,N1,15.0,3.0,2.0,3.0,6.0,,0.0,,0.0,7.0,1.0,1.0,1.0,2.0,56.0,1.0,3.0,5.0,5.0,2.0,,202.0,,,Y,N,A1100052,2.0,,3.0,13.0,2.0,,0.0,4.0,7.0,0.0,서울특별시,중구,5.0,5.0,,0.0,8.0,2.0,,2.0,6.0,4.0,,20.0,50.0,2.0,,0.0,2.0,6.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,2026-05-23 19:35:48
서울특별시서울의료원,02-2276-7000,A1100035,Y,Y,2.0,0.0,1.0,2.0,2.0,,3.0,9.0,14.0,Y,Y,Y,Y,Y,Y,Y,0,Y,134.0,Y,20260523193501,Y,Y,0.0,10.0,Y,19.0,3.0,2.0,3.0,14.0,7.0,,3.0,30.0,10.0,4.0,4.0,3.0,3.0,65.0,5.0,12.0,7.0,2.0,4.0,2.0,461.0,2.0,4.0,Y,Y,A1100035,,14.0,1.0,5.0,,30.0,,5.0,5.0,,서울특별시,중랑구,,,,,,,0.0,,,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인풍산의료재단동부제일병원,02-490-8880,A1100075,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,7,N1,49.0,N1,20260523193018,N1,N,,2.0,N1,7.0,,,1.0,,,,,,2.0,,1.0,1.0,,3.0,,,,,,,124.0,,,Y,N1,A1100075,,,,,,,,,,,서울특별시,중랑구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
녹색병원,02-490-2113,A1100044,,,,,,,1.0,,4.0,,,Y,Y,,Y,N1,Y,Y,2,N1,103.0,N1,20260523193506,N1,Y,,3.0,N1,5.0,,1.0,4.0,,,,,,3.0,1.0,2.0,1.0,,22.0,,,1.0,,,,293.0,,,Y,N1,A1100044,2.0,,8.0,17.0,3.0,,,1.0,3.0,,서울특별시,중랑구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
세종충남대학교병원,044-995-3010,A1800441,Y,Y,,,,2.0,1.0,,2.0,,,Y,Y,Y,Y,Y,Y,Y,12,Y,117.0,Y,20260523193500,Y,Y,-4.0,8.0,N1,17.0,6.0,1.0,2.0,,,,15.0,,8.0,3.0,2.0,2.0,3.0,29.0,7.0,15.0,5.0,3.0,2.0,,272.0,,,Y,Y,A1800441,2.0,,9.0,11.0,2.0,,,3.0,4.0,,세종특별자치시,보듬7로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,4.0,2.0,6.0,1.0,2026-05-23 19:35:48
의료법인 영제 의료재단 엔케이세종병원,044-850-7705,A1800417,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,8,N1,134.0,N1,20260523193428,N1,Y,,3.0,N1,10.0,,,1.0,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,200.0,,,Y,N1,A1800417,,,,,,,,,,,세종특별자치시,한누리대로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인정안의료재단중앙병원,052-226-1119,A1700028,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,10,N1,60.0,N1,20260523193310,N1,Y,,8.0,N1,17.0,,1.0,2.0,,,,,,8.0,,2.0,2.0,2.0,7.0,,,2.0,,,,339.0,,,Y,N1,A1700028,0.0,,4.0,20.0,2.0,,,1.0,1.0,,울산광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
울산병원,052-259-5119,A1700003,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,11,Y,76.0,Y,20260523193507,N1,Y,,4.0,Y,19.0,,1.0,2.0,,,,,,4.0,,2.0,2.0,3.0,11.0,,,4.0,1.0,2.0,2.0,346.0,,,Y,N1,A1700003,0.0,,9.0,19.0,1.0,,,,,,울산광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인은성의료재단좋은삼정병원,052-220-7600,A1700011,,,,,,,,,1.0,,,,Y,Y,Y,Y,Y,Y,5,N1,48.0,N1,20260523193152,N1,Y,,7.0,N1,9.0,,,1.0,,,,,,8.0,,2.0,2.0,1.0,5.0,,,1.0,,,,283.0,,,Y,N1,A1700011,1.0,,3.0,14.0,1.0,,,0.0,1.0,,울산광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
학교법인울산공업학원울산대학교병원,052-250-7000,A1700004,Y,Y,,1.0,6.0,7.0,0.0,12.0,0.0,6.0,24.0,Y,Y,Y,Y,Y,Y,Y,-5,Y,199.0,Y,20260523193025,Y,Y,1.0,20.0,N1,21.0,8.0,0.0,0.0,12.0,13.0,16.0,26.0,36.0,20.0,5.0,7.0,5.0,6.0,83.0,14.0,27.0,17.0,8.0,4.0,,725.0,,8.0,Y,Y,A1700004,7.0,2.0,3.0,8.0,8.0,20.0,,0.0,0.0,,울산광역시,동구,,,,5.0,17.0,2.0,,2.0,2.0,15.0,,20.0,42.0,2.0,,5.0,2.0,6.0,,,3.0,3.0,,,3.0,3.0,,2.0,,6.0,,,,,4.0,,,,,4.0,2.0,2.0,,,,,,,2026-05-23 19:35:48
의료법인송은의료재단울산시티병원,052-280-9119,A1700025,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,11,N1,47.0,N1,20260523193506,N1,Y,,8.0,N1,17.0,,1.0,2.0,,,,,,8.0,,2.0,2.0,2.0,17.0,,,4.0,,,,350.0,,,Y,N1,A1700025,1.0,,9.0,26.0,3.0,,,,,,울산광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
서울산보람병원,052-255-7119,A1700001,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,8,N1,94.0,N1,20260523193144,N1,Y,,3.0,N1,10.0,,,1.0,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,213.0,,,Y,N1,A1700001,,,,,,,,,,,울산광역시,울주군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인동강의료재단동강병원,052-241-1190,A1700002,,,,,4.0,,1.0,3.0,2.0,,,,Y,Y,Y,Y,Y,Y,18,Y,165.0,N1,20260523193135,N1,Y,,8.0,N1,24.0,,1.0,2.0,,14.0,9.0,,,8.0,,3.0,2.0,3.0,25.0,,,7.0,3.0,,,513.0,,,Y,N1,A1700002,0.0,,,,1.0,,,0.0,2.0,,울산광역시,중구,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,13.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
비에스종합병원,032-290-0119,A1403617,,Y,,,,,1.0,,,,,Y,Y,Y,Y,Y,Y,Y,8,N1,96.0,N1,20260523193327,Y,N1,0.0,2.0,N1,10.0,,1.0,,,,,1.0,,2.0,1.0,1.0,,1.0,6.0,,1.0,1.0,,,,180.0,,,Y,N1,A1403617,0.0,,5.0,18.0,1.0,,,,,,인천광역시,강화군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
인천세종병원,032-240-8119,A1403372,,,,,,,3.0,,,,,,Y,Y,Y,Y,Y,Y,7,Y,59.0,Y,20260523193509,N1,Y,,7.0,N1,18.0,,3.0,,,,,,,7.0,,2.0,2.0,3.0,13.0,,,4.0,5.0,1.0,,277.0,,,Y,N1,A1403372,2.0,,8.0,22.0,2.0,,,4.0,6.0,,인천광역시,계양구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인인성의료재단한림병원,032-540-9119,A1400014,,,,,,,2.0,,2.0,,,Y,Y,Y,Y,Y,Y,Y,11,Y,82.0,N1,20260523193112,N1,Y,,6.0,N1,17.0,,2.0,2.0,,,,,,6.0,1.0,3.0,2.0,2.0,20.0,,,3.0,3.0,,,391.0,,,Y,N1,A1400014,2.0,,0.0,21.0,2.0,,,0.0,2.0,,인천광역시,계양구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 길의료재단 길병원,032-460-3012,A1400001,Y,Y,,0.0,13.0,9.0,,2.0,,4.0,24.0,Y,Y,Y,Y,Y,Y,Y,4,Y,436.0,Y,20260523193335,Y,Y,0.0,2.0,Y,23.0,9.0,,,18.0,38.0,11.0,30.0,30.0,3.0,3.0,6.0,6.0,7.0,101.0,13.0,30.0,15.0,9.0,5.0,1.0,995.0,,2.0,Y,Y,A1400001,4.0,6.0,,,11.0,18.0,,12.0,13.0,,인천광역시,동구,,,,1.0,8.0,2.0,2.0,2.0,6.0,7.0,14.0,20.0,47.0,2.0,,3.0,2.0,6.0,,,2.0,1.0,,,2.0,3.0,,3.0,,6.0,1.0,,,,,1.0,,,,,1.0,4.0,1.0,2.0,5.0,2.0,6.0,1.0,2026-05-23 19:35:48
인천힘찬종합병원,032-459-3168,A1403871,,,,,,,1.0,,2.0,,,,Y,,Y,N1,N1,Y,13,N1,47.0,N1,20260523193044,N1,Y,,7.0,N1,17.0,,1.0,2.0,,,,,,7.0,,2.0,2.0,,1.0,,,,,,,235.0,,,Y,N1,A1403871,1.0,,5.0,9.0,1.0,,,,,,인천광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
인천광역시의료원,032-580-6119,A1400017,,,,,,,2.0,,,,,,Y,,Y,N1,N1,Y,14,N1,36.0,N1,20260523193501,N1,Y,,6.0,N1,15.0,,2.0,,,,,,,6.0,,1.0,1.0,,19.0,,,,,,,198.0,,,Y,N1,A1400017,0.0,26.0,4.0,13.0,0.0,45.0,,7.0,7.0,,인천광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 성수의료재단 인천백병원,032-280-8119,A1400007,,,,,,,,,1.0,,,,Y,,Y,N1,Y,Y,5,N1,37.0,N1,20260523193318,N1,Y,,4.0,N1,5.0,,,1.0,,,,,,4.0,,2.0,2.0,,6.0,,,1.0,,,,189.0,,,Y,N1,A1400007,,,2.0,12.0,,,,,,,인천광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
인천사랑병원,032-457-2119,A1400016,,Y,,,,,1.0,,2.0,,,Y,Y,Y,Y,Y,Y,Y,10,N1,28.0,Y,20260523193403,Y,Y,,7.0,N1,14.0,,1.0,2.0,,,,,,7.0,1.0,2.0,1.0,1.0,12.0,,1.0,2.0,,1.0,,281.0,,,Y,N1,A1400016,1.0,,11.0,17.0,1.0,,,1.0,1.0,,인천광역시,미추홀구,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
현대유비스병원,032-890-5582,A1400004,,,,,,,1.0,,,,,,Y,Y,Y,Y,Y,Y,17,N1,47.0,N1,20260523193330,N1,Y,,6.0,N1,18.0,,1.0,,,,,,,6.0,,2.0,2.0,1.0,8.0,,,2.0,,,,285.0,,,Y,N1,A1400004,1.0,,5.0,13.0,1.0,,,,,,인천광역시,미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
가톨릭대학교 인천성모병원,032-280-6107,A1400012,Y,Y,,,3.0,,0.0,3.0,5.0,7.0,,Y,Y,Y,Y,Y,Y,Y,1,Y,193.0,Y,20260523193508,Y,Y,2.0,17.0,N1,12.0,,0.0,6.0,12.0,15.0,18.0,13.0,,17.0,1.0,4.0,4.0,5.0,46.0,5.0,13.0,11.0,2.0,2.0,,579.0,,,Y,Y,A1400012,1.0,,,,10.0,,,4.0,9.0,,인천광역시,부평구,6.0,7.0,,,,,1.0,,,,15.0,,,,,,,,,,3.0,2.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
안은의료재단 부평세림병원,032-509-5777,A1400013,,,,,,,1.0,,3.0,,,,Y,Y,Y,Y,Y,Y,12,Y,74.0,N1,20260523193522,N1,Y,,4.0,N1,16.0,,1.0,3.0,,,,,,4.0,,3.0,2.0,1.0,9.0,,,1.0,1.0,,,237.0,,,Y,N1,A1400013,0.0,,9.0,13.0,2.0,,,1.0,2.0,,인천광역시,부평구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
가톨릭관동대학교국제성모병원,032-290-3065,A1400015,Y,Y,,,11.0,0.0,0.0,,0.0,,,Y,Y,Y,Y,Y,Y,Y,7,Y,237.0,Y,20260523193514,Y,Y,,10.0,N1,23.0,3.0,0.0,0.0,,40.0,,,,11.0,2.0,3.0,2.0,3.0,34.0,2.0,11.0,6.0,2.0,1.0,,623.0,,,Y,Y,A1400015,,3.0,,,,11.0,,0.0,3.0,,인천광역시,서구,,,,,,,-2.0,,,,13.0,,,,,,,,,,3.0,0.0,,,5.0,0.0,,,,,,,,,19.0,,,,,21.0,,,,,,,,,2026-05-23 19:35:48
의료법인 루가의료재단 나은병원,032-584-4119,A1400003,,Y,,,2.0,,1.0,5.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,8,Y,112.0,Y,20260523193356,Y,Y,,10.0,N1,11.0,,1.0,2.0,,14.0,13.0,,,10.0,1.0,2.0,2.0,3.0,17.0,,1.0,3.0,1.0,1.0,,367.0,,,Y,N1,A1400003,3.0,,,,3.0,,,9.0,9.0,,인천광역시,서구,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
검단탑병원,032-590-0077,A1400010,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,12,N1,67.0,N1,20260523193156,N1,Y,,6.0,N1,18.0,,1.0,2.0,,,,,,6.0,,2.0,2.0,1.0,11.0,,,1.0,,,,279.0,,,Y,N1,A1400010,0.0,,8.0,15.0,3.0,,,1.0,2.0,,인천광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
온누리병원,032-568-9112,A1400005,,,,,,,1.0,,1.0,,,,Y,,Y,N1,N1,Y,5,N1,32.0,N1,20260523193204,N1,Y,,3.0,N1,9.0,,1.0,1.0,,,,,,3.0,,1.0,1.0,,5.0,,,,,,,190.0,,,Y,N1,A1400005,,,,,,,,,,,인천광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
(의)성세의료재단 뉴성민병원,032-726-1190,A1400008,,,,,,,,,1.0,,,,Y,,Y,N1,Y,Y,6,N1,135.0,N1,20260523193121,N1,Y,,6.0,N1,9.0,,,1.0,,,,,,6.0,,2.0,1.0,,1.0,,,2.0,,,,284.0,,,Y,N1,A1400008,2.0,,8.0,17.0,2.0,,,,,,인천광역시,서구,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 나사렛의료재단 나사렛국제병원,032-899-9699,A1400011,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,11,N1,65.0,N1,20260523193225,N1,Y,,5.0,N1,17.0,,1.0,2.0,,,,,,5.0,,2.0,2.0,2.0,8.0,,,2.0,,,,282.0,,,Y,N1,A1400011,0.0,,5.0,16.0,1.0,,,,,,인천광역시,연수구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
인천적십자병원,032-899-4119,A1400018,,,,,,,1.0,,1.0,,,,Y,,Y,N1,N1,Y,7,N1,77.0,N1,20260523193210,N1,Y,,3.0,N1,8.0,,1.0,1.0,,,,,,3.0,,1.0,1.0,,2.0,,,,,,,104.0,,,Y,N1,A1400018,,,2.0,8.0,,,,,,,인천광역시,연수구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
인천광역시의료원백령병원,032-836-1732,A1400037,Y,Y,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,4,N1,30.0,N1,20260523193501,Y,N1,,1.0,N1,5.0,,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,2.0,,,,,30.0,,,Y,Y,A1400037,,,,,,,,,,,인천광역시,옹진군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
