hpid,old_hpid_x,hospital_name,dutyAddr,sido,sigungu,emergency_type_code,emergency_type_name,tel_main,emergency_tel,lat,lon,realtime_hospital_name,realtime_emergency_tel,pediatric_ventilator_status,incubator_status,avail_er_dedicated_icu_negative_pressure,avail_er_dedicated_icu_general_isolation,avail_icu_internal_medicine,avail_pediatric_beds,avail_er_negative_pressure_isolation_beds,avail_icu_surgery,avail_er_general_isolation_beds,avail_er_dedicated_icu,avail_er_dedicated_inpatient_beds,delivery_room_status,ct_status,angio_status,available_ambulance_yn,available_angio_yn,available_crrt_yn,available_ct_yn,avail_er_general_beds,available_ecmo_yn,avail_inpatient_general_beds,available_targeted_temperature_management_yn,realtime_updated_at,available_incubator_yn,available_mri_yn,avail_icu_neonatal,avail_operating_rooms,available_hyperbaric_oxygen_yn,standard_er_general_beds,standard_pediatric_beds,standard_er_negative_pressure_isolation_beds,standard_er_general_isolation_beds,standard_er_dedicated_icu,standard_icu_internal_medicine,standard_icu_surgery,standard_icu_neonatal,standard_er_dedicated_inpatient_beds,standard_operating_rooms,standard_delivery_rooms,standard_ct,standard_mri,standard_angio,standard_ventilator_general,standard_ventilator_premature,standard_incubator,standard_crrt,standard_ecmo,standard_targeted_temperature_management,standard_hyperbaric_oxygen,standard_inpatient_general_beds,standard_er_dedicated_icu_negative_pressure,standard_er_dedicated_icu_general_isolation,available_ventilator_yn,available_ventilator_premature_yn,old_hpid_y,avail_icu_negative_pressure_isolation,avail_psychiatric_closed_ward_beds,avail_icu_general,standard_icu_general,standard_icu_negative_pressure_isolation,standard_psychiatric_closed_ward_beds,avail_infection_moderate_beds,avail_inpatient_negative_pressure_isolation,standard_inpatient_negative_pressure_isolation,standard_infection_moderate_beds,query_sido,query_sigungu,avail_cohort_isolation,standard_cohort_isolation,avail_infection_severe_beds,avail_infection_semi_severe_beds,avail_trauma_dedicated_inpatient_beds,avail_trauma_dedicated_operating_rooms,avail_icu_neurosurgery,avail_trauma_resuscitation_room,avail_trauma_patient_care_area,avail_icu_trauma,standard_icu_neurosurgery,standard_icu_trauma,standard_trauma_dedicated_inpatient_beds,standard_trauma_dedicated_operating_rooms,standard_infection_severe_beds,standard_infection_semi_severe_beds,standard_trauma_resuscitation_room,standard_trauma_patient_care_area,avail_burn_treatment_room,standard_burn_treatment_room,avail_isolation_negative_pressure_area_beds,avail_isolation_general_area_beds,avail_icu_neurology,standard_icu_neurology,standard_isolation_negative_pressure_area_beds,standard_isolation_general_area_beds,avail_icu_pediatric,avail_icu_cardiology,standard_icu_pediatric,standard_icu_cardiology,avail_pediatric_general_isolation,avail_er_dedicated_inpatient_negative_pressure,avail_er_dedicated_inpatient_general_isolation,avail_infectious_disease_icu_beds,avail_infectious_disease_icu_negative_pressure_beds,standard_pediatric_general_isolation,standard_er_dedicated_inpatient_negative_pressure,standard_er_dedicated_inpatient_general_isolation,standard_infectious_disease_icu_beds,standard_infectious_disease_icu_negative_pressure_beds,avail_icu_thoracic_surgery,standard_icu_thoracic_surgery,avail_pediatric_negative_pressure_isolation,avail_er_dedicated_pediatric_icu,avail_er_dedicated_pediatric_inpatient_beds,standard_er_dedicated_pediatric_icu,standard_er_dedicated_pediatric_inpatient_beds,standard_pediatric_negative_pressure_isolation,collected_at,severe_hospital_name,severe_myocardial_infarction_reperfusion_yn,severe_infant_intussusception_obstruction_yn,severe_adult_gi_emergency_endoscopy_yn,severe_infant_gi_emergency_endoscopy_yn,severe_adult_bronchial_emergency_endoscopy_yn,severe_infant_bronchial_emergency_endoscopy_yn,severe_low_birth_weight_infant_intensive_care_yn,severe_obstetric_delivery_yn,severe_obstetric_surgery_yn,severe_gynecologic_surgery_yn,severe_burn_specialized_treatment_yn,severe_cerebral_infarction_reperfusion_yn,severe_finger_toe_replantation_yn,severe_other_limb_replantation_yn,severe_emergency_dialysis_hd_yn,severe_emergency_dialysis_crrt_yn,severe_psychiatric_emergency_closed_ward_yn,severe_ophthalmic_emergency_surgery_yn,severe_adult_interventional_radiology_yn,severe_infant_interventional_radiology_yn,severe_er_gatekeeper_yn,severe_subarachnoid_hemorrhage_surgery_yn,severe_other_cerebral_hemorrhage_surgery_yn,severe_thoracic_aortic_emergency_yn,severe_abdominal_aortic_emergency_yn,severe_gallbladder_disease_yn,severe_biliary_tract_disease_yn,severe_nontraumatic_abdominal_emergency_surgery_yn,severe_infant_intussusception_obstruction_msg,severe_infant_gi_emergency_endoscopy_msg,severe_low_birth_weight_infant_msg,severe_infant_interventional_radiology_msg,query_sido_severe,query_sigungu_severe,severe_infant_bronchial_emergency_endoscopy_msg,severe_collected_at
A2700011,A2700011,상주적십자병원,경상북도 상주시 상서문로 53 (남성동),경상북도,상주시,G007,지역응급의료기관,054-534-3501,054-530-3171,36.414640776098,128.15560122041242,상주적십자병원,054-530-3171,,Y,,,,,1.0,,,,,Y,Y,,Y,N1,Y,Y,7.0,N1,64.0,N1,20260523193449,Y,Y,,3.0,N1,9.0,,1.0,,,,,,,3.0,1.0,1.0,1.0,,7.0,,2.0,1.0,,,,164.0,,,Y,N1,A2700011,,,4.0,10.0,,,,,,,경상북도,상주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,상주적십자병원,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,경상북도,상주시,,2026-05-23 19:35:48
A2700009,A2700009,의료법인삼백의료재단상주성모병원,경상북도 상주시 냉림서성길 7 (냉림동),경상북도,상주시,G007,지역응급의료기관,054-532-5001,054-530-7811,36.42029125774357,128.15973341130405,의료법인삼백의료재단상주성모병원,054-530-7811,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,9.0,N1,33.0,N1,20260523193431,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,172.0,,,Y,N1,A2700009,,,2.0,10.0,,,,,,,경상북도,상주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인삼백의료재단상주성모병원,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,경상북도,상주시,,2026-05-23 19:35:48
A2700071,A2700071,봉화해성병원,경상북도 봉화군 봉화읍 보밑길 3,경상북도,봉화군,G009,응급실운영신고기관,054-673-1331,054-679-1331,36.89170700324608,128.73350079244224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2700006,A2700006,의료법인동춘의료재단문경제일병원,경상북도 문경시 당교3길 25 (모전동),경상북도,문경시,G006,지역응급의료센터,054-550-7700,054-550-7777,36.5848214366,128.189771534,의료법인동춘의료재단문경제일병원,054-550-7777,,,,,,,1.0,,0.0,,,,Y,,Y,N1,N1,Y,15.0,N1,62.0,N1,20260523193500,N1,Y,,2.0,N1,17.0,,1.0,2.0,,,,,,3.0,,2.0,1.0,,8.0,,,,,,,309.0,,,Y,N1,A2700006,1.0,58.0,16.0,31.0,1.0,162.0,,4.0,4.0,,경상북도,문경시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인동춘의료재단문경제일병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,문경시,,2026-05-23 19:35:48
A2700012,A2700012,의료법인덕산의료재단김천제일병원,경상북도 김천시 신음1길 12 (신음동),경상북도,김천시,G006,지역응급의료센터,054-420-9300,054-420-9500,36.13534199566352,128.11882383545816,의료법인덕산의료재단김천제일병원,054-420-9500,,,,,,,1.0,,3.0,,,Y,Y,Y,Y,Y,N1,Y,12.0,N1,99.0,N1,20260523193328,N1,Y,,4.0,N1,16.0,,1.0,3.0,,,,,,4.0,3.0,1.0,1.0,1.0,10.0,,,,,,,279.0,,,Y,N1,A2700012,,,4.0,18.0,,,,,,,경상북도,김천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인덕산의료재단김천제일병원,N,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,경상북도,김천시,,2026-05-23 19:35:48
A2700018,A2700018,경상북도김천의료원,경상북도 김천시 모암길 24 (모암동),경상북도,김천시,G007,지역응급의료기관,054-432-8901,054-429-8234,36.12249076001089,128.12649330522635,경상북도김천의료원,054-429-8234,,,,,,,1.0,,,,,,Y,,Y,N1,N1,Y,14.0,N1,41.0,N1,20260523193502,N1,Y,,5.0,N1,17.0,,1.0,,,,,,,5.0,,1.0,2.0,,7.0,,,,,,,274.0,,,Y,N1,A2700018,1.0,,3.0,22.0,3.0,,,,,,경상북도,김천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,경상북도김천의료원,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,경상북도,김천시,,2026-05-23 19:35:48
A2700015,A2700015,구미강동병원,경상북도 구미시 인동20길 46 (진평동),경상북도,구미시,G007,지역응급의료기관,054-453-7575,054-478-9521,36.096198858616575,128.42297791647263,구미강동병원,054-478-9521,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,N1,Y,6.0,N1,64.0,N1,20260523193421,N1,Y,,5.0,N1,7.0,,1.0,2.0,,,,,,5.0,,1.0,1.0,1.0,3.0,,,,,,,191.0,,,Y,N1,A2700015,,,5.0,12.0,,,9.0,,,9.0,경상북도,구미시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,구미강동병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,구미시,,2026-05-23 19:35:48
A2700007,A2700007,차의과학대학교부속구미차병원,경상북도 구미시 신시로10길 12 (형곡동),경상북도,구미시,G001,권역응급의료센터,054-450-9700,054-450-9998,36.11452808183706,128.34054647885029,차의과학대학교부속구미차병원,054-450-9998,Y,Y,0.0,,,4.0,3.0,,3.0,7.0,10.0,Y,Y,Y,Y,Y,Y,Y,11.0,Y,79.0,Y,20260523193505,Y,Y,3.0,7.0,N1,20.0,5.0,3.0,3.0,25.0,,,8.0,30.0,8.0,3.0,3.0,2.0,2.0,21.0,3.0,13.0,2.0,1.0,2.0,,301.0,3.0,,Y,Y,A2700007,,,1.0,18.0,,,,,,,경상북도,구미시,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,차의과학대학교부속구미차병원,Y,Y,Y,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,,,,,경상북도,구미시,,2026-05-23 19:35:48
A2700013,A2700013,순천향대학교부속구미병원,"경상북도 구미시 1공단로 179 (공단동, (공단동))",경상북도,구미시,G006,지역응급의료센터,054-468-9114,054-468-9119,36.10286857919866,128.38265476387454,순천향대학교부속구미병원,054-468-9119,,Y,,,,0.0,1.0,,2.0,0.0,2.0,Y,Y,Y,Y,Y,Y,Y,9.0,N1,66.0,N1,20260523193120,Y,Y,,6.0,N1,13.0,4.0,1.0,2.0,2.0,,,,3.0,6.0,1.0,2.0,2.0,2.0,21.0,,1.0,2.0,,,,263.0,,,Y,N1,A2700013,2.0,,2.0,31.0,2.0,,,0.0,1.0,,경상북도,구미시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,순천향대학교부속구미병원,Y,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,경상북도,구미시,,2026-05-23 19:35:48
A2700070,A2700070,의료법인영암의료재단고령영생병원,경상북도 고령군 대가야읍 중앙로 33 (영생병원),경상북도,고령군,G007,지역응급의료기관,054-955-2661,070-4700-0728,35.72995531573922,128.27201138885076,의료법인영암의료재단고령영생병원,070-4700-0728,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,3.0,N1,36.0,N1,20260523193452,N1,N1,,1.0,N1,5.0,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,59.0,,,Y,N1,A2700070,,,,,,,,,,,경상북도,고령군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인영암의료재단고령영생병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,고령군,,2026-05-23 19:35:48
A2700097,A2700097,계명대학교경주동산병원,경상북도 경주시 봉황로 65 (서부동),경상북도,경주시,G007,지역응급의료기관,054-770-9500,054-770-9420,35.84545696334947,129.20964031186756,계명대학교경주동산병원,054-770-9420,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,6.0,N1,49.0,N1,20260523193511,N1,Y,,2.0,N1,9.0,,,1.0,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,88.0,,,Y,N1,A2700097,,,,,,,,,,,경상북도,경주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,계명대학교경주동산병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,경주시,,2026-05-23 19:35:48
A2700003,A2700003,동국대학교의과대학경주병원,경상북도 경주시 동대로 87 (석장동),경상북도,경주시,G006,지역응급의료센터,054-748-9300,054-770-8306,35.85839884416154,129.19669937927446,동국대학교의과대학경주병원,054-770-8306,Y,Y,,,1.0,0.0,2.0,2.0,5.0,,,Y,Y,Y,Y,Y,Y,Y,4.0,N1,63.0,N1,20260523193042,Y,Y,,6.0,N1,16.0,3.0,2.0,5.0,,11.0,17.0,,,7.0,1.0,2.0,2.0,2.0,26.0,2.0,6.0,2.0,,,,278.0,,,Y,Y,A2700003,4.0,8.0,0.0,7.0,4.0,17.0,,3.0,3.0,,경상북도,경주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,동국대학교의과대학경주병원,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,경상북도,경주시,,2026-05-23 19:35:48
A2700036,A2700036,의료법인서명의료재단세명종합병원,경상북도 경산시 경안로 208 (중방동),경상북도,경산시,G007,지역응급의료기관,053-819-8803,053-819-8500,35.82621911080917,128.7374074375532,의료법인서명의료재단세명종합병원,053-819-8500,,,,,,,,,2.0,,,,Y,,Y,N1,N1,Y,8.0,N1,62.0,N1,20260523193233,N1,Y,,4.0,N1,13.0,,,2.0,,,,,,4.0,,1.0,1.0,,6.0,,,,,,,264.0,,,Y,N1,A2700036,,4.0,0.0,14.0,,22.0,,,,,경상북도,경산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인서명의료재단세명종합병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,경산시,,2026-05-23 19:35:48
A2700019,A2700019,의)근원의료재단경산중앙병원,경상북도 경산시 경안로 11 (백천동),경상북도,경산시,G007,지역응급의료기관,053-715-0100,053-715-0119,35.80882731345708,128.7401572913474,의)근원의료재단경산중앙병원,053-715-0119,,,,,,,,,2.0,,,,Y,,Y,N1,N1,Y,3.0,N1,81.0,N1,20260523193505,N1,Y,,4.0,N1,10.0,,,2.0,,,,,,4.0,,1.0,1.0,,9.0,,,,,,,303.0,,,Y,N1,A2700019,0.0,32.0,3.0,11.0,2.0,116.0,,,,,경상북도,경산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의)근원의료재단경산중앙병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상북도,경산시,,2026-05-23 19:35:48
A2800055,A2800055,삼성합천병원,경상남도 합천군 합천읍 대야로 876,경상남도,합천군,G007,지역응급의료기관,055-933-2200,070-5125-5030,35.56635668398722,128.16327169035327,삼성합천병원,070-5125-5030,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,-1.0,N1,12.0,N1,20260523193501,N1,Y,,2.0,N1,4.0,,,1.0,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,141.0,,,Y,N1,A2800055,,,,,,,,,,,경상남도,합천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,삼성합천병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상남도,합천군,,2026-05-23 19:35:48
A2800080,A2800080,함양성심병원,경상남도 함양군 함양읍 고운로 70,경상남도,함양군,G007,지역응급의료기관,055-963-4322,055-964-4322,35.52046827900683,127.72924773802184,함양성심병원,055-964-4322,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,2.0,N1,29.0,N1,20260523193229,N1,Y,,2.0,N1,4.0,,,1.0,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,121.0,,,Y,N1,A2800080,,,,,,,,,,,경상남도,함양군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2800138,A2800138,시영의료재단 영동병원,경상남도 함안군 칠원읍 용산2길 45-13,경상남도,함안군,G009,응급실운영신고기관,055-586-2000,055-586-2000,35.308982637512486,128.51554361153526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2800826,A2800826,하동중앙의원,경상남도 하동군 하동읍 연화길 6,경상남도,하동군,G009,응급실운영신고기관,055-883-0222,055-883-0222,35.07144347237017,127.75322730361016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2800092,A2800092,새통영병원,경상남도 통영시 무전7길 192 (무전동),경상남도,통영시,G007,지역응급의료기관,055-646-6000,055-640-4119,34.86535758722789,128.4206525557243,새통영병원,055-640-4119,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,2.0,N1,77.0,N1,20260523193523,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,2.0,,3.0,,,,,,,256.0,,,Y,N1,A2800092,,,,,,,,,,,경상남도,통영시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,새통영병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상남도,통영시,,2026-05-23 19:35:48
A2800021,A2800021,연세에스병원,경상남도 창원시 진해구 해원로32번길 13 (이동),경상남도,창원시,G007,지역응급의료기관,055-548-7700,055-548-7789,35.1547321003,128.6983352518,연세에스병원,055-548-7789,,,,,,,,,1.0,,,,Y,Y,Y,Y,N1,Y,5.0,N1,132.0,N1,20260523193412,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,2.0,2.0,1.0,5.0,,,,,,,255.0,,,Y,N1,A2800021,,,6.0,10.0,,,,,,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,연세에스병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,N,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경상남도,창원시,,2026-05-23 19:35:48
A2800004,A2800004,창원파티마병원,경상남도 창원시 의창구 창이대로 45 (명서동),경상남도,창원시,G006,지역응급의료센터,055-270-1000,055-270-1119,35.2372418321,128.6444852768,창원파티마병원,055-270-1119,Y,Y,,,4.0,,1.0,3.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,2.0,N1,181.0,Y,20260523193105,Y,Y,2.0,7.0,N1,17.0,,1.0,2.0,,13.0,14.0,2.0,,7.0,2.0,4.0,3.0,3.0,16.0,3.0,6.0,3.0,,3.0,,447.0,,,Y,Y,A2800004,0.0,,,,2.0,,,6.0,6.0,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,창원파티마병원,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,경상남도,창원시,,2026-05-23 19:35:48
A2800007,A2800007,창원한마음병원,경상남도 창원시 의창구 용동로57번길 8 (사림동),경상남도,창원시,G006,지역응급의료센터,055-225-0000,055-225-0350,35.2379796340839,128.699059273138,창원한마음병원,055-225-0350,Y,Y,,,0.0,,1.0,2.0,3.0,,,Y,Y,Y,Y,Y,Y,Y,4.0,Y,113.0,Y,20260523193310,Y,Y,10.0,13.0,Y,21.0,,1.0,3.0,,25.0,37.0,10.0,,13.0,2.0,4.0,4.0,4.0,29.0,3.0,11.0,6.0,1.0,2.0,2.0,688.0,,,Y,Y,A2800007,1.0,,,,1.0,,,0.0,6.0,,경상남도,창원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,창원한마음병원,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,,,,,경상남도,창원시,,2026-05-23 19:35:48
A2800012,A2800012,근로복지공단 창원병원,경상남도 창원시 성산구 창원대로 721 (중앙동),경상남도,창원시,G009,응급실운영신고기관,055-280-7619,055-280-0400,35.21861866618743,128.6715437456084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
